Count,Sl.No.,Name of the Issuer,Initial Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date,Rating,Date
2939,2939,SOUTHERN CARGO CARRIERS (INDIA),SMERA BB+,16-Mar-15,SMERA BBB-,20-Jun-16,SMERA BBB,16-Oct-17,,,,,,
2940,2940,SOUTHERN CASHEW EXPORTERS,SMERA B/SMERA A4,06-Nov-14,Suspended,30-Jan-16,,,,,,,,
2941,2941,SOUTHERN MOTORCYCLES,SMERA BBB-,22-Jan-18,,,,,,,,,,
2942,2942,SOUTHFIELD PAINTS LIMITED,SMERA BB/SMERA A4+,11-Sep-17,,,,,,,,,,
2943,2943,SOVEREIGN DIAMONDS LIMITED,SMERA BB,20-Mar-15,,,,,,,,,,
2944,2944,SP COAL RESOURCES PRIVATE LIMITED,SMERA BB/SMERA A4+,15-Dec-15,SMERA BB-/SMERA A4+,26-Jul-17,,,,,,,,
2945,2945,SPAN ASSOCIATES,SMERA BB-/SMERA A4,17-Jan-17,Indicative,28-Feb-18,,,,,,,,
2946,2946,SPANSULES PHARMATECH PRIVATE LIMITED,SMERA BB-,31-Aug-17,,,,,,,,,,
2947,2947,SPARKLINE EQUIPMENTS PRIVATE LIMITED,SMERA BB/SMERA A4+,07-Apr-16,,,,,,,,,,
2948,2948,SPBP TEA (INDIA) LIMITED,SMERA BB-,30-Nov-15,,,,,,,,,,
2949,2949,SPECTRON ENGINEERS PRIVATE LIMITED,SMERA BB/SMERA A4+,28-May-15,Indicative,11-Dec-17,,,,,,,,
2950,2950,SPG MULTI TRADE PRIVATE LIMITED,SMERA BBB-/SMERA A3,13-Oct-17,,,,,,,,,,
2951,2951,SPINTECH TEXTILE INDUSTRIES,SMERA B,16-Dec-16,Withdrawn,22-Mar-18,,,,,,,,
2952,2952,SPINTEX JUTE INDIA PRIVATE LIMITED,SMERA BB,07-Feb-18,,,,,,,,,,
2953,2953,SPR BUILDTECH LIMITED,SMERA BB/SMERA A4+,25-Nov-13,Suspended,23-Feb-15,SMERA B+/SMERA A4,10-Feb-16,,,,,,
2954,2954,SPRING INC,SMERA BB-/SMERA A4+,28-Jun-16,Indicative,27-Sep-17,,,,,,,,
2955,2955,SPS AGRONICO INDIA LLP,SMERA B,26-Aug-17,,,,,,,,,,
2956,2956,SQUAAREONE CORPORATION,SMERA B,06-Sep-17,,,,,,,,,,
2957,2957,SREE ANANDHAKUMAR MILLS LIMITED,SMERA B/SMERA A4,17-Nov-15,Indicative,02-Mar-17,,,,,,,,
2958,2958,SREE ASHAPURA SAW MILL,SMERA B/SMERA A4,05-Jun-14,Indicative,13-Mar-18,,,,,,,,
2959,2959,SREE AYYANAR SPINNING AND WEAVING MILLS PRIVATE LIMITE,SMERA BB+/SMERA A4+,30-Oct-17,,,,,,,,,,
2960,2960,SREE BALASUBRAMANIAM AND CO,SMERA B+,13-Sep-17,,,,,,,,,,
2961,2961,SREE BHUVANESWARI AND CO,SMERA B+,27-Oct-16,,,,,,,,,,
2962,2962,SREE JEYASAKTHI SAW MILL,SMERA B-/SMERA A4,25-May-16,Indicative,09-Aug-17,,,,,,,,
2963,2963,SREE LAKSHMINARASIMHA ELECTRICALS,SMERA B+/SMERA A4,18-Apr-16,Indicative,08-Jul-17,,,,,,,,
2964,2964,SREE MINERALS,SMERA B+,19-Sep-16,Indicative,15-Dec-17,SMERA BB-,15-Mar-18,,,,,,
2965,2965,SREE SATYANARAYANA SPINNING MILLS LIMITED,SMERA BBB/SMERA A2,19-Feb-14,,,,,,,,,,
2966,2966,SREE SUBHA SALES,SMERA BB-/SMERA A4,12-Mar-15,SMERA BB/SMERA A4+,31-Mar-16,Indicative,17-Aug-17,,,,,,
2967,2967,SREE VENKATESWARA ROAD CONSTRUCTIONS PRIVATE LIMITED,SMERA BB-/SMERA A4+,09-Jun-17,,,,,,,,,,
2968,2968,SREEKUMAAR TEXIND CORPORATION,SMERA A4,19-Feb-15,SMERA A4+,03-Mar-16,,,,,,,,
2969,2969,SREEVEN PHARMA PRIVATE LIMITED,SMERA B/SMERA A4,15-Jan-18,,,,,,,,,,
2970,2970,SREI EQUIPMENT FINANCE LIMITED,SMERA AA,04-Aug-15,SMERA AA+,14-Mar-17,,,,,,,,
2971,2971,SREI EQUIPMENT FINANCE LIMITED,SMERA AA,31-Aug-16,SMERA AA+,14-Mar-17,,,,,,,,
2972,2972,SREI EQUIPMENT FINANCE LIMITED,SMERA AA,02-Nov-16,SMERA AA+,14-Mar-17,,,,,,,,
2973,2973,SREI EQUIPMENT FINANCE LIMITED,SMERA AA,09-Nov-16,SMERA AA+,14-Mar-17,,,,,,,,
2974,2974,SREI EQUIPMENT FINANCE LIMITED,SMERA AA+,06-Apr-17,,,,,,,,,,
2975,2975,SREI EQUIPMENT FINANCE LIMITED,SMERA AA+,06-Apr-17,,,,,,,,,,
2976,2976,SREI EQUIPMENT FINANCE LIMITED,SMERA AA+,22-Sep-17,,,,,,,,,,
2977,2977,SRI AISHWARYA REFINERY PRIVATE LIMITED,SMERA BBB-/SMERA A3,06-Jun-17,,,,,,,,,,
2978,2978,SRI ANBU SILKS,SMERA B,03-Mar-16,,,,,,,,,,
2979,2979,SRI AZHAGU NACHIAMMAN MODERN RICE MILL,SMERA B+,02-Feb-18,,,,,,,,,,
2980,2980,SRI BALAJI AGRO COLD STORAGGE LLP,SMERA B+,12-Apr-17,,,,,,,,,,
2981,2981,SRI BALAJI ASSEMBLIES AND PLASTICS PRIVATE LIMITED,SMERA BBB-/SMERA A3,28-Jun-17,,,,,,,,,,
2982,2982,SRI BALAJI TIMBER MART,SMERA B+/SMERA A4,29-Jul-15,Suspended,28-Dec-16,,,,,,,,
2983,2983,SRI BALAJI TIMBER TRADERS,SMERA B/SMERA A4,11-Dec-13,Suspended,16-Feb-15,,,,,,,,
2984,2984,SRI BANGAR SRINIVAS AGRO FOODS,SMERA B+,04-Oct-17,,,,,,,,,,
2985,2985,SRI BHAGAWAN TIMBERS,SMERA B+/SMERA A4,08-Aug-16,,,,,,,,,,
2986,2986,SRI BHAGYALAXMI COTTON INDUSTRIES,SMERA B,13-Mar-18,,,,,,,,,,
2987,2987,SRI BHAVANI SAW MILLS,SMERA B/SMERA A4,11-Dec-13,Indicative,18-Aug-17,,,,,,,,
2988,2988,SRI BHUVANESHVARI THANGA MALIGAI,SMERA B+,13-Mar-18,,,,,,,,,,
2989,2989,SRI CHAITANYA CHLORIDES PRIVATE LIMITED,SMERA B/SMERA A4,21-Nov-17,,,,,,,,,,
2990,2990,SRI GITA TEXTURISERS,SMERA BB-,27-Jan-16,,,,,,,,,,
2991,2991,SRI GOPIRAM SARAF SEVA TRUST,SMERA D,24-Mar-15,,,,,,,,,,
2992,2992,SRI GOWRI CASHEWS,SMERA B+,15-Dec-17,,,,,,,,,,
2993,2993,SRI GURUDATTA AGRO FOODS,SMERA BB-,12-Mar-18,,,,,,,,,,
2994,2994,SRI JAGANNADHA SURYA LAKSHMI RICE MILL,SMERA BB-/SMERA A4+,20-Jun-17,,,,,,,,,,
2995,2995,SRI JALARAM TIMBER DEPOT,SMERA B/SMERA A4,19-May-17,,,,,,,,,,
2996,2996,SRI JAYAMALAR SPINNING MILLS PRIVATE LIMITED,SMERA D,09-Dec-15,Indicative,15-Feb-17,,,,,,,,
2997,2997,SRI KANAKADURGA OIL MILL,SMERA B,14-Sep-16,Indicative,05-Dec-17,,,,,,,,
2998,2998,SRI KRISHNA MODERN RICE MILL,SMERA BB-,28-Feb-18,,,,,,,,,,
2999,2999,SRI KRISHNA STOCKIST & TRADERS PRIVATE LIMITED,SMERA BBB-,24-Aug-15,Indicative,15-Feb-17,,,,,,,,
3000,3000,SRI LAKSHMI GANAPATHI ENGINEERING WORKS,SMERA BB-,20-Mar-17,,,,,,,,,,
3001,3001,SRI LAKSHMI GOVARDANA RICE INDUSTRY,SMERA B+,05-Apr-16,,,,,,,,,,
3002,3002,SRI LAKSHMI MEDICAL CENTRE & HOSPITAL,SMERA BB-,24-Nov-15,Indicative,02-Mar-17,,,,,,,,
3003,3003,SRI LAKSHMI VENKATESHWARA RICE INDUSTRY,SMERA B/SMERA A4,27-May-15,Suspended,19-May-16,,,,,,,,
3004,3004,SRI LAXMINARASIMHA INDUSTRIES,SMERA B/SMERA A4,24-Jun-16,Indicative,27-Sep-17,,,,,,,,
3005,3005,SRI M K V KANDASAMY NADAR FIRM,SMERA B-/SMERA A4,31-Aug-15,Suspended,05-Dec-16,,,,,,,,
3006,3006,SRI MAHABALESHWARA ENTERPRISES,SMERA BB-/SMERA A4+,10-Aug-17,,,,,,,,,,
3007,3007,SRI MAHALAXMI COTSPIN INDUSTRIES,SMERA B+,27-Sep-17,,,,,,,,,,
3008,3008,SRI MAHAVIR CRIMPERS,SMERA BB-,27-Jan-16,,,,,,,,,,
3009,3009,SRI MALLIKARJUNA INDUSTRIES,SMERA B,28-Oct-15,Indicative,15-Feb-17,,,,,,,,
3010,3010,SRI MURUGAN FIRMS,SMERA B/SMERA A4,16-Mar-15,Suspended,27-May-16,,,,,,,,
3011,3011,SRI MURUGAN INDUSTRIES,SMERA B/SMERA A4,16-Mar-15,Suspended,27-May-16,,,,,,,,
3012,3012,SRI PADMA CASHEW INDUSTRIES,SMERA B,02-Feb-17,,,,,,,,,,
3013,3013,SRI PADMAVATHE AGRO COLD STORAGE LLP,SMERA B+,12-Apr-17,,,,,,,,,,
3014,3014,SRI PALANI ANDAVAR & CO,SMERA B+/SMERA A4,24-Apr-17,,,,,,,,,,
3015,3015,SRI PARAMESWARA POULTRY FARM PRIVATE LIMITED,SMERA D,31-May-17,,,,,,,,,,
3016,3016,SRI PAVANA KEERTI HOTELS INDIA PRIVATE LIMITED,SMERA D,17-Feb-15,,,,,,,,,,
3017,3017,SRI PAVITHRA COTTON MILLS PRIVATE LIMITED,SMERA B,27-Mar-15,Suspended,02-Jun-16,,,,,,,,
3018,3018,SRI PRASANNA METALS AND ALLOY,SMERA B+/SMERA A4,14-Dec-15,,,,,,,,,,
3019,3019,SRI RAJLAKSHMI SAW MILL,SMERA B/SMERA A4,24-Feb-17,,,,,,,,,,
3020,3020,SRI RAMA COTTON CORPORATION,SMERA B,11-May-15,Suspended,20-Jun-16,,,,,,,,
3021,3021,SRI RANGA TEXTILES PRIVATE LIMITED,SMERA BB-/SMERA A4+,12-Dec-17,,,,,,,,,,
3022,3022,SRI SAI CASHEWS,SMERA B,17-Jan-18,,,,,,,,,,
3023,3023,SRI SAI INDUSTRIES,SMERA B+,06-Oct-17,,,,,,,,,,
3024,3024,SRI SAI LOUKHYA EXPORTS PRIVATE LIMITED,SMERA BB+,23-Jun-16,,,,,,,,,,
3025,3025,SRI SAI MARUTHI CASHEW INDUSTRIES,SMERA B+,14-Feb-18,,,,,,,,,,
3026,3026,SRI SAI SINDHU INDUSTRIES LIMITED,SMERA D,08-Jul-14,Suspended,26-Oct-15,,,,,,,,
3027,3027,SRI SAIKRISHNA CHARITABLE TRUST,SMERA B,10-Sep-16,,,,,,,,,,
3028,3028,SRI SARAVANA SPINNING MILLS PRIVATE LIMITED,SMERA BBB/SMERA A2,02-Mar-16,Indicative,28-Oct-17,Withdrawn,23-Feb-18,,,,,,
3029,3029,SRI SATYALAKSHMI RICE MILL,SMERA BB-/SMERA A4+,20-Jun-17,,,,,,,,,,
3030,3030,SRI SATYANARAYANA RAW AND BOILED RICE MILL PRIVATE LIMI,ESDMERA BB-/SMERA A4+,18-May-17,,,,,,,,,,
3031,3031,SRI SEETARAMA AGRO INDUSTRIES,SMERA BB-,24-May-17,,,,,,,,,,
3032,3032,SRI SENTHIL AUTOS,SMERA B,27-Feb-17,,,,,,,,,,
3033,3033,SRI SHIVA DURGA RICE INDUSTRIES,SMERA B/SMERA A4,31-Dec-15,SMERA BB-,03-Mar-17,,,,,,,,
3034,3034,SRI SURESH POULTRY COMPLEX,SMERA BB-,03-Nov-16,Indicative,05-Jan-18,,,,,,,,
3035,3035,SRI SWAMY VIVEKANANDA EDUCATIONAL TRUST,SMERA D,08-Oct-13,Suspended,07-Jan-15,,,,,,,,
3036,3036,SRI TEXTILE ERODE PRIVATE LIMITED,SMERA BB+/SMERA A4+,09-Mar-18,,,,,,,,,,
3037,3037,SRI VARUN AQUA ENTERPRISES,SMERA BB-,12-Dec-17,,,,,,,,,,
3038,3038,SRI VASUDEVA TEXTILES LIMITED,SMERA C,12-Dec-13,Suspended,29-Sep-14,,,,,,,,
3039,3039,SRI VENKATESHWARA RICE INDUSTRY,SMERA B,21-Mar-16,,,,,,,,,,
3040,3040,SRI VENKATESWARA FOOD PROCESSING INDUSTRIES,SMERA BB-/SMERA A4+,12-May-17,,,,,,,,,,
3041,3041,SRI VIJAYADURGA INDUSTRIES,SMERA B-/SMERA A4,22-Sep-16,Indicative,25-Oct-17,,,,,,,,
3042,3042,SRI VIJAYLAKSHMI SAW MILL,SMERA B/SMERA A4,30-Oct-17,,,,,,,,,,
3043,3043,SRI YOGALAKSHMI BLUE METAL INDUSTRIES,SMERA B+,07-Jul-15,Suspended,09-Sep-16,,,,,,,,
3044,3044,SRIDEVI TOOL ENGINEERS PRIVATE LIMITED,SMERA BBB,07-Sep-15,Indicative,23-Feb-17,,,,,,,,
3045,3045,SRII GANESH SAW MILL,SMERA B-/SMERA A4,11-Apr-14,Suspended,20-May-15,,,,,,,,
3046,3046,SRINAR ELECTRONICS PRIVATE LIMITED,SMERA BB+/SMERA A4+,28-Jan-14,SMERA BBB-/SMERA A3,12-Nov-14,SMERA BB+/SMERA A4+,30-Dec-15,Indicative,08-Mar-17,,,,
3047,3047,SRINI LINK,SMERA BB/SMERA A4+,26-Mar-15,Suspended,27-May-16,,,,,,,,
3048,3048,SRINIVASA ENTERPRISES,SMERA BB-/SMERA A4,25-Nov-13,Indicative,18-Jul-17,,,,,,,,
3049,3049,SRS FINANCE LIMITED,SMERA BB,11-Jun-13,SMERA BB+,06-Jun-14,SMERA BBB-,03-Mar-15,SMERA D,22-Jun-16,,,,
3050,3050,SRT AGRO SCIENCE PRIVATE LIMITED,SMERA BB,23-Mar-18,,,,,,,,,,
3051,3051,SRT EDUCATIONAL AND CHARITABLE TRUST,SMERA D,15-Feb-17,,,,,,,,,,
3052,3052,SRV TELECOM PRIVATE LIMITED,SMERA B-/SMERA A4,26-Sep-14,Suspended,17-Dec-15,,,,,,,,
3053,3053,SS RAIL WORKS PRIVATE LIMITED,SMERA BBB-/SMERA A3,19-Jan-18,,,,,,,,,,
3054,3054,SSB METAL WORKS,SMERA B+/SMERA A4,09-Jan-15,,,,,,,,,,
3055,3055,SSF LIMITED,SMERA BB-/SMERA A4+,27-Oct-15,,,,,,,,,,
3056,3056,SSG INFRATECH PRIVATE LIMITED,SMERA BBB-/SMERA A3,30-Oct-13,SMERA BB+/SMERA A4+,04-Jul-14,Suspended,20-Oct-15,,,,,,
3057,3057,SSG PHARMA PRIVATE LIMITED,SMERA B+,20-Mar-15,SMERA B,11-Jun-16,Indicative,15-Sep-17,,,,,,
3058,3058,SSK EXPORTS LIMITED,SMERA BB+/SMERA A4+,10-Jul-15,Suspended,23-Aug-16,,,,,,,,
3059,3059,SSPE COTTON MILLS PRIVATE LIMITED,SMERA BB-,01-Feb-13,Suspended,17-Jun-14,,,,,,,,
3060,3060,SSV VALVES,SMERA B+/SMERA A4,13-May-15,Suspended,27-Jul-16,,,,,,,,
3061,3061,STAINOX ALLOYS PRIVATE LIMITED,SMERA BB,28-Dec-17,,,,,,,,,,
3062,3062,STANDARD CARTONS PRIVATE LIMITED,SMERA BB-,20-Jul-15,Suspended,18-Nov-16,,,,,,,,
3063,3063,STAR GLOBAL ENDURA LIMITED,SMERA BB/SMERA A4+,27-Sep-16,Indicative,11-Jan-18,,,,,,,,
3064,3064,STAR GLOBAL MULTI VENTURES PRIVATE LIMITED,SMERA BB-,29-Nov-16,,,,,,,,,,
3065,3065,STAR PAPER MILLS LIMITED,SMERA A-/SMERA A2+,09-Mar-18,,,,,,,,,,
3066,3066,STAR TRACK FASTERNERS PRIVATE LIMITED,SMERA BB/SMERA A4+,09-Aug-16,,,,,,,,,,
3067,3067,STARWING DEVELOPERS PRIVATE LIMITED,SMERA BB-,13-Feb-18,,,,,,,,,,
3068,3068,STARWIRE INDIA VIDYUT PRIVATE LIMITED,SMERA B-,21-Sep-16,,,,,,,,,,
3069,3069,STATCON ENERGIAA PRIVATE LIMITED,SMERA BB-/SMERA A4+,30-Oct-15,SMERA BB/SMERA A4+,01-Feb-17,,,,,,,,
3070,3070,STATUS SPINNING MILLS PRIVATE LIMITED,SMERA B,05-Jun-15,SMERA B+,27-Aug-16,Indicative,13-Dec-17,,,,,,
3071,3071,STEDMAN PHARMACEUTICALS PRIVATE LIMITED,SMERA BBB-/SMERA A3,06-Mar-18,,,,,,,,,,
3072,3072,STEEL HOUSE,SMERA BBB,14-Oct-15,,,,,,,,,,
3073,3073,STEEL INDIA COMPANY,SMERA B,06-Nov-14,,,,,,,,,,
3074,3074,STEEL WORLD COMPANY,SMERA B,06-Nov-14,,,,,,,,,,
3075,3075,STEELFUR SYSTEM PRIVATE LIMITED,SMERA B+/SMERA A4,20-Jan-15,Suspended,22-Apr-16,,,,,,,,
3076,3076,STEP INDUSTRIES PRIVATE LIMITED,SMERA BB+/SMERA A4+,06-Mar-18,,,,,,,,,,
3077,3077,STERIMAX ENGINEERING PRIVATE LIMITED,SMERA BB+,12-May-16,Indicative,09-Aug-17,,,,,,,,
3078,3078,STERLING FOODS,SMERA A3,07-Feb-18,,,,,,,,,,
3079,3079,STONE CONCERN INFRASTRUCTURE DEVELOPMENT PRIVATE LIM,TSEMDERA BB/SMERA A4+,15-Jan-18,,,,,,,,,,
3080,3080,STORK RUBBER PRODUCTS PRIVATE LIMITED,SMERA BB+/SMERA A4+,15-Nov-13,SMERA BBB-/SMERA A3,20-Jan-16,,,,,,,,
3081,3081,STREAM CERAMIC PRIVATE LIMITED,SMERA B+/SMERA A4,22-Feb-18,,,,,,,,,,
3082,3082,STRONG PLANT INFRASTRUCTURE PRIVATE LIMITED,SMERA B,24-Aug-16,Indicative,16-Jan-18,,,,,,,,
3083,3083,STUTI PIPES PRIVATE LIMITED,SMERA B+/SMERA A4,01-Sep-16,,,,,,,,,,
3084,3084,SU SOLAR TECH SYSTEM PRIVATE LIMITED,SMERA B/SMERA A4,09-Jun-15,Suspended,22-Sep-16,SMERA B+/SMERA A4,03-Oct-17,,,,,,
3085,3085,SUBAYA CONSTRUCTIONS COMPANY LIMITED,SMERA BB/SMERA A4+,21-Apr-17,,,,,,,,,,
3086,3086,SUBBIAH MATCHES,SMERA BB-,20-Nov-17,,,,,,,,,,
3087,3087,SUBHANI SEEDS,SMERA B,23-May-17,,,,,,,,,,
3088,3088,SUBHLENE FABRICS,SMERA B+,17-Jul-15,Suspended,31-Aug-16,,,,,,,,
3089,3089,SUBRA ENTERPRISES,SMERA B/SMERA A4,13-Jul-17,,,,,,,,,,
3090,3090,SUBRATA KUNDU CONSTRUCTION COMPANY PRIVATE LIMITED,SMERA B/SMERA A4,30-May-17,,,,,,,,,,
3091,3091,SUCHI FASTENERS PRIVATE LIMITED,SMERA B/SMERA A4,20-Jul-15,SMERA B+/SMERA A4,07-Sep-16,Indicative,11-Jan-18,,,,,,
3092,3092,SUDALAGUNTA AGRO MILLS LIMITED,SMERA B/SMERA A4,13-Aug-15,,,,,,,,,,
3093,3093,SUDALAGUNTA FLOUR MILLS LIMITED,SMERA B/SMERA A4,13-Aug-15,,,,,,,,,,
3094,3094,SUDARSHAN PHARMA INDUSTRIES LIMITED,SMERA B,05-Oct-17,,,,,,,,,,
3095,3095,SUFALAM INFRA PROJECTS LIMITED,SMERA B+,12-Sep-16,,,,,,,,,,
3096,3096,SUGESAN TRANSPORT PRIVATE LIMITED,SMERA C/SMERA A4,23-Aug-17,,,,,,,,,,
3097,3097,SUGNA METALS LIMITED,SMERA B/SMERA A4,19-Apr-16,Withdrawn,01-Sep-17,,,,,,,,
3098,3098,SUHANI TRADING AND INVESTMENT CONSULTANTS PRIVATE LIM,STMEDERA Provisional AA-(SO),30-Dec-17,,,,,,,,,,
3099,3099,SUKEE ENTERPRISES,SMERA BB,05-Feb-18,,,,,,,,,,
3100,3100,SULAX TECHNOLOGIES PRIVATE LIMITED,SMERA BB,29-Jan-18,,,,,,,,,,
3101,3101,SUMAJA ELECTROINFRA PRIVATE LIMITED,SMERA B+/SMERA A4,08-Jun-15,SMERA BB-/SMERA A4,20-Jun-16,,,,,,,,
3102,3102,SUMAN JEWELLERY,SMERA BB-,19-Aug-15,Suspended,28-Nov-16,,,,,,,,
3103,3103,SUMANGALAM DEVELOPERS,SMERA BB+,28-Mar-18,,,,,,,,,,
3104,3104,SUMANGALEE JEWELLERS,SMERA B+,16-Jul-14,,,,,,,,,,
3105,3105,SUMEET FACILITIES PRIVATE LIMITED,SMERA BB-/SMERA A4,02-Aug-17,,,,,,,,,,
3106,3106,SUMER SONS AUTOTECH PRIVATE LIMITED,SMERA B/SMERA A4,31-Mar-16,Indicative,23-Jun-17,,,,,,,,
3107,3107,SUMMIT CORPORATION PRIVATE LIMITED,SMERA B-/SMERA A4,30-Mar-17,,,,,,,,,,
3108,3108,SUN ACRYLIC PRIVATE LIMITED,SMERA B/SMERA A4,18-May-16,,,,,,,,,,
3109,3109,SUN AGRIFRESH INDUSTRIES PRIVATE LIMITED,SMERA BB+/SMERA A4+,24-Dec-14,Suspended,25-Feb-16,SMERA B+/SMERA A4,12-Aug-17,,,,,,
3110,3110,SUN BLUES,SMERA B+,04-Sep-14,,,,,,,,,,
3111,3111,SUN PAPER MILL LIMITED,SMERA BBB-/SMERA A3,05-Jan-18,,,,,,,,,,
3112,3112,SUN SHINE RICE UNIT,SMERA BB,19-Dec-17,,,,,,,,,,
3113,3113,SUN THERMO PROCESS,SMERA B,23-Mar-18,,,,,,,,,,
3114,3114,SUNBEAM APPLIANCES,SMERA B+/SMERA A4,21-Mar-14,Suspended,07-Jul-15,,,,,,,,
3115,3115,SUNGLOSS CERAMIC INDUSTRIES,SMERA B+/SMERA A4,11-Sep-14,Suspended,17-Dec-15,,,,,,,,
3116,3116,SUNGRACE ENERGY SOLUTIONS PRIVATE LIMITED,SMERA BB-/SMERA A4,13-Oct-17,,,,,,,,,,
3117,3117,SUNIL KUMAR AGRAWAL LLP,SMERA BBB/SMERA A3+,07-Mar-18,,,,,,,,,,
3118,3118,SUNRISE DAIRY PRIVATE LIMITED,SMERA A+,15-Jan-18,Withdrawn,12-Feb-18,,,,,,,,
3119,3119,SUNRISE DISTRIBUTORS,SMERA B,31-Jan-13,SMERA B-,28-Jan-14,SMERA B,18-Feb-16,,,,,,
3120,3120,SUNRISE SALES LIMITED,SMERA B-/SMERA A4,02-Jul-14,Suspended,14-Oct-15,,,,,,,,
3121,3121,SUNSHINE CARS PRIVATE LIMITED,SMERA B+,12-Sep-16,,,,,,,,,,
3122,3122,SUNSHINE INFRA ENGINEERS INDIA PRIVATE LIMITED,SMERA BBB-/SMERA A3,16-Jan-18,,,,,,,,,,
3123,3123,SUNVIK STEELS PRIVATE LIMITED,SMERA BBB/SMERA A3+,26-Nov-15,,,,,,,,,,
3124,3124,SUPER GOLD PIPES PRIVATE LIMITED,SMERA B-/SMERA A4,23-Jan-14,Suspended,22-May-15,,,,,,,,
3125,3125,SUPER HYGIENE PRODUCTS PRIVATE LIMITED,SMERA B+/SMERA A4,12-Dec-16,Indicative,28-Feb-18,,,,,,,,
3126,3126,SUPPLE TEK INDUSTRIES PRIVATE LIMITED,SMERA BBB+,12-Dec-14,SMERA BBB,16-Oct-15,SMERA BBB+,01-Nov-17,,,,,,
3127,3127,SUPRA STEEL AND POWER PRIVATE LIMITED,SMERA B,02-Aug-17,,,,,,,,,,
3128,3128,SUPREME GUMS PRIVATE LIMITED,SMERA BBB-/SMERA A3,26-Jun-15,,,,,,,,,,
3129,3129,SUPREME HEATREATERS PRIVATE LIMITED,SMERA BB/SMERA A4+,12-Jul-16,SMERA BB+/SMERA A4+,23-Oct-17,,,,,,,,
3130,3130,SUPREME PARRADISE,SMERA BB+,03-May-17,,,,,,,,,,
3131,3131,SUPREME SOLAR PROJECTS PRIVATE LIMITED,SMERA BB,28-Feb-18,,,,,,,,,,
3132,3132,SUPTHA MAHALAKSHMI STEELS REROLLING MILLS,SMERA B+,30-Nov-17,,,,,,,,,,
3133,3133,SURAJ CROPSCIENCES LIMITED,SMERA BB-,31-Jul-15,Suspended,24-Oct-16,,,,,,,,
3134,3134,SURAJ PRECISION ENGINEERING WORKS PRIVATE LIMITED,SMERA D,30-Jun-15,Suspended,27-May-16,,,,,,,,
3135,3135,SURAKHSHA TRANSPORT SYSTEMS (INDIA) PRIVATE LIMITED,SMERA BB/SMERA A4+,06-May-15,Suspended,20-Jun-16,,,,,,,,
3136,3136,SURENDRA ELECTRICALS PRIVATE LIMITED,SMERA B+/SMERA A4,13-May-17,,,,,,,,,,
3137,3137,SURESHCHAND RAMESHCHAND,SMERA B+,17-Feb-17,Indicative,28-Feb-18,,,,,,,,
3138,3138,SURUCHI SPICES PRIVATE LIMITED,SMERA BB+,21-Jul-16,Indicative,26-Sep-17,,,,,,,,
3139,3139,SURYA & COMPANY,SMERA B+/SMERA A4,20-Oct-15,,,,,,,,,,
3140,3140,SURYA AGENCIES,SMERA BB-,21-Apr-16,Indicative,31-Aug-17,,,,,,,,
3141,3141,SURYA JYOTI POLYMER PRIVATE LIMITED,SMERA B+,28-Jun-16,SMERA D,12-Sep-17,,,,,,,,
3142,3142,SURYA LAXMI INDUSTRIES,SMERA BB+,18-Jan-16,Indicative,16-May-17,,,,,,,,
3143,3143,SURYA METALLOYS PRIVATE LIMITED,SMERA B+/SMERA A4,12-Feb-14,Suspended,29-May-15,,,,,,,,
3144,3144,SURYA PRAKAAS FOUNDRY,SMERA B+/SMERA A4,13-May-16,Indicative,09-Aug-17,,,,,,,,
3145,3145,SURYAAMBA SPINNING MILLS LIMITED,SMERA BB+/SMERA A4+,26-Oct-15,SMERA BBB-/SMERA A3,10-Sep-16,SMERA BB+/SMERA A4+,17-Aug-17,,,,,,
3146,3146,SURYALAXMI COTTEX PRIVATE LIMITED,SMERA B+,05-Aug-15,,,,,,,,,,
3147,3147,SURYODAYA INFRA PROJECTS (INDIA) PRIVATE LIMITED,SMERA BB-/SMERA A4+,19-Jan-16,Indicative,16-May-17,,,,,,,,
3148,3148,"SURYSHREE BLOCKS PRIVATE LIMITED (EARLIER KNOWN ASSURYSHREE WELLNESS PRIVATE LIMITED)",SMERA B,05-Apr-13,SMERA D,09-Jul-14,SMERA B,13-Feb-15,SMERA B+,28-May-16,,,,
3149,3149,SUSHILA AGROVET PRIVATE LIMITED,SMERA D,09-Dec-15,,,,,,,,,,
3150,3150,SUSTAINABLE SPINNING AND COMMODITIES PRIVATE LIMITED,SMERA BBB-/SMERA A3,14-Feb-18,,,,,,,,,,
3151,3151,SUVASTRA INDIA,SMERA BB-/SMERA A4+,15-Apr-15,SMERA B+/SMERA A4,27-Jun-16,Indicative,23-Sep-17,,,,,,
3152,3152,SUWARNA BUILDCON PRIVATE LIMITED,SMERA BBB-/SMERA A3,28-Jul-17,,,,,,,,,,
3153,3153,SUWARNSPARSH GEMS & JEWELLERY PRIVATE LIMITED,SMERA BB,01-Dec-15,Indicative,23-Feb-17,,,,,,,,
3154,3154,SUYASH MART PRIVATE LIMITED,SMERA B,27-Apr-15,Suspended,27-Jun-16,,,,,,,,
3155,3155,SWACHATHA CORPORATION,SMERA BBB-/SMERA A3,13-Nov-17,,,,,,,,,,
3156,3156,SWAD AGRO COLD CHAIN PRIVATE LIMITED,SMERA B+,09-Dec-16,,,,,,,,,,
