Company Name,Industry,Instrument,Outlook,Rating
Lakshmi Transformers and Electricals,Electronic Equipment Instruments & Components,Cash Credit Limit,Stable,CRISIL B+
Lakshmi Venkat Farms Limited,Food Products,Cash Credit Limit,Stable,CRISIL B
Lakshmi Venkata Ramana Publishers,Commercial Services & Supplies,Proposed Long-Term Bank Facility,Stable,CRISIL B
Lakshmigraha Enterprises,Distributors,Bill Discounting,Stable,CRISIL B
Lakshmy Jewellery,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB
Lal Baba Industrial Corporation Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL B+
Lal Baba Seamless Tubes Private Limited,Machinery,Term Loan Facilities,Stable,CRISIL B-
Lala Harbhagwan Dass Memorial and Dr. Prem Hospital Private Limited,Health Care Providers & Services,Over Draft,Stable,CRISIL BB+
Lala Madhoram Bhagwan Dass Charitable Society,Diversified Consumer Services,Over Draft,Stable,CRISIL B+
Lala Nemi Chand Educational Trust,Diversified Consumer Services,Term Loan Facilities,Stable,CRISIL B-
Lalbhai Kalidas and Co.,Engineering & Capital Goods,Post Shipment Credits,Stable,CRISIL BB
Lalchand Gem AND Jewellers Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Lalchand Jewellers Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Lalchand Mangaldas Soni Gems and Jewellers Private Limited,Engineering & Capital Goods,Long Term Bank Loan,Stable,CRISIL BB-
Lalit Mining And Petrochemicals Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL B-
Lalit Pipes and Pipes Limited,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL BB
Lalit Polyplast Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL B+
Laljee Godhoo and Co.,Food Products,Cash Credit Limit,Stable,CRISIL BBB-
Lall Construction Co.,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB
Lama Bear Organic Extract Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B
Lamba Food Products,Household Products,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Lamifab Industries,Containers & Packaging,Working Capital Term Loan,Stable,CRISIL BB
Lamina Foundries Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Lamina Suspension Products Limited,Auto Components,Over Draft,Stable,CRISIL BB-
Laminex,Containers & Packaging,Cash Credit Limit,Stable,CRISIL B+
Lamiya Silks,Specialty Retail,Cash Credit Limit,Stable,CRISIL B
Lan Mark Shops India Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB-
Lanarsy Infra Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB
Lancer Laser Tech Limited,Machinery,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Lancor Holdings Limited,Real Estate Development,Lease Rental Discounting Loan,Stable,CRISIL BBB-
Land Kart Builders Private Limited,Real Estate Development,Long Term Bank Loan,Stable,CRISIL BBB-
Landmark Corporation Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Landmark Engineer,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Landscape Reality,Real Estate Development,Long Term Bank Loan,Stable,CRISIL B+
Lanford Ceramic Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL B+
Lansh Engineering Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Lanson Motors Private Limited,Specialty Retail,Long Term Bank Loan,Stable,CRISIL BB-
Laqshya Hyderabad Airport Media Private Limited,Media,Proposed Cash Credit Limit,Stable,CRISIL BB+
Larsen And Toubro Limited,Construction & Engineering,Long-Term Bank Facility,Stable,CRISIL AAA
Larsen and Toubro Infotech Limited,IT Services,Proposed Long-Term Bank Facility,Stable,CRISIL AA+
Larson Ceramic,Building Products,Term Loan Facilities,Stable,CRISIL B
Lasa Laboratory Private Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL B
Laser Shaving India Private Limited,Personal Products,Cash Credit Limit,Stable,CRISIL A-
Lasons India Private Limited,Pharmaceuticals,Foreign Currency Term Loan,Stable,CRISIL BBB-
Lata Fibres Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Late Smt. Vidyawanti Labhu Ram Foundation FOR Science Research AND Social Welfare,Diversified Consumer Services,Term Loan Facilities,Stable,CRISIL BB+
Latha Educational Society,Diversified Consumer Services,Term Loan Facilities,Stable,CRISIL B
Latta Super Market,Food & Staples Retailing,Cash Credit Limit,Stable,CRISIL BB+
Lauls Limited,Trading Companies & Distributors,Rupee Term Loans,Stable,CRISIL BBB
Lav Laxmi Land Developers Private Limited,Hotels Restaurants & Leisure,Term Loan Facilities,Stable,CRISIL BB-
Lavanyaas Cotton Industries,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B+
Lavish Granito Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL BB
Lavu Educational Society,Diversified Consumer Services,Drop Line Overdraft Facility,Stable,CRISIL BBB-
Lawrence Clothing Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB
Laxcon Steels Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BBB
Laxmi Agni Components and Forgings Private Limited,Auto Components,Term Loan Facilities,Positive,CRISIL BBB-
Laxmi Balaji Cotton Industries,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B+
Laxmi Builders and Transport Co.,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL B+
Laxmi Construction,Construction & Engineering,Cash Credit Limit,Negative,CRISIL BBB
Laxmi Cottex,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Laxmi Cotton Industries (Paratwada),Distributors,Cash Credit Limit,Stable,CRISIL B
Laxmi Dia Jewel Private Limited,Engineering & Capital Goods,Proposed Cash Credit Limit,Stable,CRISIL BB+
Laxmi Doors,Construction Materials,Cash Credit Limit,Stable,CRISIL B+
Laxmi Engineering Industries (Bhopal) Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BB
Laxmi Enterprises - Mumbai,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL BBB
Laxmi Fabdye Printing Private Limited,Engineering & Capital Goods,Proposed Term Loan,Stable,CRISIL B-
Laxmi Industrial Corporation,Food Products,Stand by Line of Credit,Stable,CRISIL BB+
Laxmi Industries - Bengalore,Metals & Mining,Long Term Bank Loan,Stable,CRISIL BB
Laxmi Lumber Industries Private Limited,Trading Companies & Distributors,Cash Credit Limit,Stable,CRISIL B
Laxmi Meghan Speciality Hospital,Health Care Providers & Services,Over Draft,Stable,CRISIL B+
Laxmi Opticals,Trading Companies & Distributors,Proposed Cash Credit Limit,Stable,CRISIL B-
Laxmi Organic Industries Limited,Chemicals,External Commercial Borrowing,Stable,CRISIL A-
Laxmi Polytex Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Laxmi Rice Mill - Maharajganj,Food Products,Long Term Bank Loan,Stable,CRISIL BB-
Laxmi Rice Mills,Food Products,Cash Credit Limit,Stable,CRISIL B+
Laxmi Snacks Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL BBB+
Laxmi Steels,Distributors,Cash Credit Limit,Stable,CRISIL BB
Laxmi Technical Textile Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BBB+
Laxmi Transmissions,Electrical Equipment,Proposed Bank Guarantee ? Long-Term,Stable,CRISIL BB-
Laxmi Vishnu Cotton Industries,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
Laxminarayan Spinners (I) Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL B
Laxmisree Ricemill Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL B
Laxya Diamonds,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL BB-
Le Merite Exports Private Limited,Distributors,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Leade Liquor Manufacturing Private Limited,Beverages,Proposed Long-Term Bank Facility,Stable,CRISIL B-
Leader Valves Limited,Machinery,Cash Credit Limit,Negative,CRISIL BBB-
Leading Metals Private Limited,Metals & Mining,Cash Credit Limit,Stable,CRISIL BB
Learning Links Publishing House Private Limited,Media,Proposed Long-Term Bank Facility,Stable,CRISIL B
Leather Crafts India Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BBB
Leather Linkers Footwear Private Limited,Engineering & Capital Goods,Term Loan Facilities,Stable,CRISIL BB-
Leayan Global Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BBB+
Leben Laboratories Private Limited,Pharmaceuticals,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Lee And Muirhead Private Limited,Road & Rail,Term Loan Facilities,Negative,CRISIL BB
Lee Builders,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Lee Pharma Limited,Pharmaceuticals,Cash Credit Limit,Negative,CRISIL BBB-
Leebo Metals Private Limited,Electrical Equipment,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Leeford Healthcare Limited,Pharmaceuticals,Cash Credit Limit,Stable,CRISIL BBB-
Leela Gold Designs Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B-
Leela Trade Steel AND Commodities India Private Limited,Trading Companies & Distributors,Cash Credit Limit,Negative,CRISIL BB+
Leena Electro Mechanical Private Limited,Electrical Equipment,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Legend Cars Private Limited,Specialty Retail,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Leighton India Contractors Private Limited,Construction & Engineering,Cash Credit Limit,Stable,CRISIL A
Leisure Corp Private Limited,Hotels Restaurants & Leisure,Cash Credit Limit,Stable,CRISIL BB-
Lekh Raj Autoplaza Private Limited,Specialty Retail,Rupee Term Loans,Stable,CRISIL B-
Lekh Raj Motors Private Limited,Specialty Retail,Electronic Dealer Financing Scheme,Stable,CRISIL B
Lekh Raj Narinder Kumar,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Lemon Tree Hotels Limited,Hotels Restaurants & Leisure,Proposed Term Loan,Stable,CRISIL A-
Lemorex Granito LLP,Building Products,Long Term Bank Loan,Stable,CRISIL B+
Leo Fasteners,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL BBB+
Leo Timber Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL B
Leon Food Products Private Limited,Beverages,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Leotronic Scales Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BB+
Levin Decor LLP,Construction Materials,Cash Credit Limit,Stable,CRISIL B
Levin Electricals,Electrical Equipment,Proposed Overdraft Facility,Stable,CRISIL B+
Levita Granito LLP,Building Products,Term Loan Facilities,Stable,CRISIL BB-
Lexi Private Limited,Commercial Services & Supplies,Cash Credit Limit,Stable,CRISIL BBB+
Lexicon Ceramic Private Limited,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Lexicon Vanijya Private Limited,Independent Power Producers & Energy Traders,Term Loan Facilities,Stable,CRISIL A+
Liberty Hospitals,Health Care Providers & Services,Long Term Bank Loan,Stable,CRISIL B
Liberty Marketers,Distributors,Cash Credit Limit,Stable,CRISIL BB+
Libra Hyundai,Specialty Retail,Channel Financing (LT),Stable,CRISIL BB+
Libra International Limited,Household Durables,Cash Credit Limit,Stable,CRISIL BB
Libra Techcon Limited,Construction & Engineering,Proposed Long-Term Bank Facility,Stable,CRISIL B-
Life Line Feeds India Private Limited,Food Products,Proposed Term Loan,Negative,CRISIL BBB-
Life Style Properties Private Limited,Real Estate Development,Proposed Long-Term Bank Facility,Stable,CRISIL B
Lifestyle International Private Limited,Multiline Retail,Proposed Term Loan,Stable,CRISIL AA
Lifestyle Sarees Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Lifetree Academics and Projects Private Limited,Real Estate Development,Proposed Term Loan,Stable,CRISIL B+
Lift Controls Private Limited,Machinery,Cash Credit Limit,Stable,CRISIL BBB
Lift and Shift India Private Limited,Road & Rail,Cash Credit Limit,Stable,CRISIL BB+
Light Craft AND Sound Private Limited,Commercial Services & Supplies,Term Loan Facilities,Stable,CRISIL BB
Likhita Process Industries,Machinery,Proposed Cash Credit Limit,Stable,CRISIL B+
Likith Agro Foods Private Limited,Food Products,Cash Credit Limit,Stable,CRISIL BB-
Lilly Fashions Private Limited,Engineering & Capital Goods,Foreign Bill Discounting Limit,Stable,CRISIL B+
Lilly Maritime Private Limited,Transportation Infrastructure,Term Loan Facilities,Stable,CRISIL BB+
Lily Realty Private Limited,Real Estate Development,Term Loan Facilities,Stable,CRISIL B
Limenaph Chemicals Private Limited,Construction Materials,Cash Credit Limit,Stable,CRISIL B+
Limson Engineering Private Limited,Machinery,Term Loan Facilities,Stable,CRISIL B+
Linc Pen and Plastics Limited,Commercial Services & Supplies,Cash Credit Limit,Stable,CRISIL A
Lincoln Industries Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Lincon Polymers Private Limited,Containers & Packaging,Cash Credit Limit,Stable,CRISIL BBB
Linde Engineering India Private Limited,Construction & Engineering,Over Draft,Stable,CRISIL AA
Linde India Limited,Chemicals,Term Loan Facilities,Stable,CRISIL AA
Lineage Power Private Limited,Electronic Equipment Instruments & Components,Cash Credit Limit,Stable,CRISIL BBB
Linen Art Private Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Liners India Limited,Auto Components,Proposed Long-Term Bank Facility,Stable,CRISIL B-
Linit Exports Private Limited,Machinery,Export Packing Credit,Stable,CRISIL B
Link Enterprises,Construction & Engineering,Cash Credit Limit,Stable,CRISIL BB-
Link Marble and Granites Private Limited,Distributors,Export Packing Credit,Stable,CRISIL B
Link Quest Telecom Limited,Wireless Telecommunication Services,Cash Credit Limit,Stable,CRISIL BBB
Linkwell Telesystems Private Limited,Communications Equipment,Proposed Long-Term Bank Facility,Stable,CRISIL BBB
Lion Foods Private Limited,Food Products,Term Loan Facilities,Stable,CRISIL B+
Lion Insulation Private Limited,Machinery,Term Loan Facilities,Stable,CRISIL B-
Lion Manpower Solutions Private Limited,Professional Services,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Lissie Medical Institutions,Health Care Providers & Services,Long Term Bank Loan,Stable,CRISIL A-
Live City Ceramic Pvt. Ltd.,Building Products,Proposed Long-Term Bank Facility,Stable,CRISIL B
Living Media India Limited,Media,Cash Credit Limit,Stable,CRISIL BBB-
Livtar Singh Bajaj And Company,Distributors,Cash Credit Limit,Stable,CRISIL BB
Lizzart Granito LLP,Building Products,Proposed Bank Guarantee ? Long-Term,Stable,CRISIL B+
Logan Ceramic,Construction Materials,Cash Credit Limit,Stable,CRISIL BB-
Loghorn Industries Private Limited,Construction Materials,Cash Credit Limit,Stable,CRISIL B+
Logistic Linkage India Private Limited,Air Freight & Logistics,Cash Credit Limit,Stable,CRISIL BB
Logon India Infrastructure Private Limited,Construction & Engineering,Secured Overdraft Facility,Stable,CRISIL B
Lohchab Motor Company Private Limited,Specialty Retail,Cash Credit Limit,Stable,CRISIL BB-
Lohia Corp Limited,Machinery,Foreign Currency Term Loan,Stable,CRISIL AA-
Lohia Paper and Board Private Limited,Paper & Forest Products,Cash Credit Limit,Stable,CRISIL BB-
Lohitha Lifesciences Private Limited,Pharmaceuticals,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Lok Chemicals Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL BBB+
Lokmat Media Private Limited,Media,Term Loan Facilities,Stable,CRISIL A+
Loknete Baburao Patil Agro Industries Limited,Food Products,Cash Credit Limit,Stable,CRISIL B+
Loknete Sunderraoji Solanke Sahakari Sakhar Karkhana Limited,Food Products,Long Term Bank Loan,Stable,CRISIL B+
Longowalia Yarns Limited,Engineering & Capital Goods,Proposed Long-Term Bank Facility,Stable,CRISIL BB+
Longulf Trading India Private Limited,Distributors,Cash Credit Limit,Stable,CRISIL BB+
Loomtex Fabrics,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B
Lopan Metal Treatment Private Limited,Auto Components,Term Loan Facilities,Stable,CRISIL B-
Lord Ganesh Roller Flour Mills,Food Products,Cash Credit Limit,Stable,CRISIL B+
Lord Krishna Rice Mills - Gangoh,Food Products,Cash Credit Limit,Stable,CRISIL B+
Lord Wheels Private Limited,Specialty Retail,Term Loan Facilities,Stable,CRISIL B
Lorem Tiles Private Limited,Building Products,Cash Credit Limit,Stable,CRISIL B+
Lorex Ceramic,Building Products,Cash Credit Limit,Stable,CRISIL BB-
Lotus Branding Private Limited,Commercial Services & Supplies,Proposed Long-Term Bank Facility,Stable,CRISIL B+
Lotus Bullions Private Limited,Engineering & Capital Goods,Cash Credit Limit,Stable,CRISIL B+
Lotus Chocolate Company Limited,Food Products,Cash Credit Limit,Stable,CRISIL B
Lotus Construction Company,Construction & Engineering,Proposed Long-Term Bank Facility,Negative,CRISIL BB+
Lotus Farms,Food Products,Term Loan Facilities,Stable,CRISIL BB
Lotus Greens Constructions Private Limited,Real Estate Development,Non Convertible Debenture,Negative,CRISIL B
Lotus Infratech,Construction & Engineering,Over Draft,Stable,CRISIL B+
Lotus Landmarks (India) Private Limited,Real Estate Development,Proposed Long-Term Bank Facility,Stable,CRISIL B
Lotus Logistics And Developers Private Limited,Real Estate Development,Term Loan Facilities,Stable,CRISIL BB-
Lotus Ornaments Private Limited,Engineering & Capital Goods,Foreign Bill Purchase,Stable,CRISIL BB
Lotus Poultries Private Limited,Food Products,Proposed Long-Term Bank Facility,Stable,CRISIL BB-
Lotus Powergear Private Limited,Electrical Equipment,Cash Credit Limit,Stable,CRISIL BB
Lotus Wireless Technologies India Private Limited,Electronic Equipment Instruments & Components,Cash Credit Limit,Stable,CRISIL B
Lotus Woodtech Private Limited,Construction Materials,Proposed Long-Term Bank Facility,Stable,CRISIL B
